,Year,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
1287,2010,1196.0,70.0,5.0,2.65,0,0,0,1,1
1288,2014,1984.0,207.8,2.0,27.35,0,0,0,1,0
1289,2015,1498.0,98.6,5.0,6.9,1,0,0,0,1
1290,2013,1399.0,68.05,5.0,3.5,1,0,0,0,1
1291,2015,2494.0,100.6,7.0,12.5,1,0,0,0,1
1292,2017,1373.0,91.1,5.0,9.2,0,0,0,1,0
1293,2015,1197.0,82.0,5.0,4.9,0,0,0,1,0
1295,2014,999.0,123.24,5.0,5.55,0,0,0,1,1
1296,2014,1798.0,177.6,5.0,13.5,0,0,0,1,0
1297,2010,1248.0,91.7,5.0,2.6,1,0,0,0,1
1298,2015,1298.0,88.2,5.0,4.5,0,0,0,1,1
1299,2013,2993.0,180.0,7.0,34.0,1,0,0,0,0
1300,2012,2494.0,102.0,7.0,12.0,1,0,0,0,1
1301,2015,1248.0,74.0,5.0,5.25,1,0,0,0,1
1302,2014,1968.0,174.33,5.0,21.56,1,0,0,0,0
1303,2012,1995.0,190.0,5.0,24.68,1,0,0,0,0
1304,2013,1197.0,82.9,5.0,3.67,0,0,0,1,1
1305,2016,1995.0,190.0,5.0,29.5,1,0,0,0,0
1306,2012,1496.0,88.73,5.0,3.1,0,0,0,1,1
1307,2015,1405.0,70.0,5.0,2.9,1,0,0,0,1
1308,2014,2987.0,165.0,5.0,43.0,1,0,0,0,0
1309,2009,1984.0,114.4,4.0,15.95,0,0,0,1,0
1310,2011,1598.0,103.6,5.0,4.5,1,0,0,0,1
1311,2014,1120.0,70.0,5.0,3.49,1,0,0,0,1
1312,2014,1248.0,74.0,5.0,4.25,1,0,0,0,1
1313,2008,1396.0,88.76,5.0,1.9,1,0,0,0,1
1314,2011,1995.0,218.0,5.0,16.57,1,0,0,0,0
1315,2012,1497.0,118.0,5.0,5.75,0,0,0,1,1
1316,2013,1968.0,147.51,5.0,14.0,1,0,0,0,0
1317,2013,1248.0,75.0,5.0,2.5,1,0,0,0,1
1318,2002,1343.0,90.0,5.0,1.2,0,0,0,1,1
1320,2013,1995.0,190.0,5.0,13.95,1,0,0,0,0
1321,2007,1388.0,68.0,5.0,1.6,0,0,0,1,1
1322,2016,624.0,37.48,4.0,3.6,0,0,0,1,0
1323,2018,1196.0,73.0,5.0,4.5,0,0,0,0,1
1324,2019,1197.0,81.8,5.0,6.06,0,0,0,1,1
1325,2013,1298.0,85.8,5.0,5.29,0,0,0,1,1
1326,2014,1498.0,89.84,5.0,5.75,1,0,0,0,1
1328,2014,1197.0,85.8,5.0,5.72,0,0,0,1,1
1329,2014,1197.0,78.9,5.0,4.39,0,0,0,1,0
1330,2016,2179.0,140.0,7.0,11.05,1,0,0,0,1
1331,2015,1396.0,88.73,5.0,4.83,1,0,0,0,1
1332,2013,998.0,67.04,5.0,2.96,0,0,0,0,1
1333,2012,1396.0,88.76,5.0,4.5,1,0,0,0,1
1334,2011,2993.0,258.0,5.0,19.5,1,0,0,0,0
1335,2017,1598.0,103.52,5.0,8.75,0,0,0,1,0
1336,2016,2967.0,245.0,7.0,67.0,1,0,0,0,0
1337,2016,1497.0,117.3,5.0,8.4,0,0,0,1,1
1338,2016,1197.0,82.0,5.0,4.99,0,0,0,1,1
1339,2016,1498.0,98.6,5.0,8.18,1,0,0,0,1
1340,2012,1198.0,86.8,5.0,2.9,0,0,0,1,1
1341,2015,1248.0,88.5,5.0,7.1,1,0,0,0,1
1342,2016,1248.0,74.0,5.0,7.05,1,0,0,0,1
1343,2015,2354.0,158.8,5.0,17.5,0,0,0,1,0
1344,2008,1794.0,138.1,5.0,3.41,0,0,0,1,0
1346,2012,1497.0,118.0,5.0,5.68,0,0,0,1,1
1347,2007,2179.0,120.0,9.0,4.1,1,0,0,0,1
1348,2011,1798.0,157.8,5.0,4.0,0,0,0,1,1
1349,2015,1995.0,184.0,5.0,30.0,1,0,0,0,0
1350,2007,1586.0,104.68,5.0,1.8,0,0,0,1,1
1351,2015,1373.0,91.1,5.0,6.93,0,0,0,1,1
1352,2012,4367.0,308.0,7.0,70.0,1,0,0,0,0
1353,2013,2494.0,100.0,7.0,7.9,1,0,0,0,1
1354,2011,1086.0,62.0,5.0,2.78,0,0,0,1,1
1355,2014,2199.0,194.3,7.0,14.4,1,0,0,0,0
1356,2011,1796.0,186.0,5.0,13.5,0,0,0,1,0
1357,2014,998.0,58.16,5.0,3.15,0,0,0,0,1
1358,2012,796.0,46.3,5.0,2.88,0,0,0,1,1
1359,2016,796.0,47.3,5.0,2.15,0,0,0,1,1
1360,2013,1498.0,97.7,5.0,3.75,0,0,0,1,1
1361,2019,796.0,47.3,5.0,3.6,0,0,0,1,1
1362,2018,998.0,67.1,5.0,3.6,0,0,0,1,1
1363,2018,1197.0,81.86,5.0,7.55,0,0,0,1,0
1364,2015,1498.0,98.6,7.0,4.7,1,0,0,0,1
1365,2010,1248.0,90.0,5.0,1.6,1,0,0,0,1
1366,2011,1991.0,123.7,5.0,3.34,1,0,0,0,1
1367,2016,1497.0,117.3,5.0,9.1,0,0,0,1,0
1368,2019,1197.0,81.86,5.0,6.17,0,0,0,1,1
1369,2008,1582.0,126.2,5.0,2.5,1,0,0,0,1
1370,2016,1198.0,75.0,5.0,3.0,0,0,0,1,1
1371,2012,1582.0,126.32,5.0,5.75,1,0,0,0,1
1372,2017,1591.0,121.3,5.0,10.75,0,0,0,1,1
1373,2013,998.0,67.04,5.0,2.85,0,0,0,1,1
1374,2008,2354.0,180.0,5.0,6.5,0,0,0,1,0
1375,2016,1497.0,118.0,5.0,9.45,0,0,0,1,0
1376,2016,1248.0,74.0,5.0,6.75,1,0,0,0,1
1377,2017,1498.0,98.6,5.0,7.75,1,0,0,0,1
1378,2014,1396.0,88.76,5.0,4.4,1,0,0,0,1
1379,2015,2987.0,265.0,5.0,42.0,1,0,0,0,0
1380,2014,1461.0,108.5,5.0,5.67,1,0,0,0,1
1381,2016,1461.0,108.45,5.0,11.5,1,0,0,0,0
1382,2009,998.0,67.1,5.0,1.69,0,0,0,1,1
1383,2009,1493.0,110.0,5.0,1.8,1,0,0,0,1
1384,2016,1197.0,85.8,5.0,3.2,0,0,0,1,1
1386,2019,1995.0,187.74,5.0,45.86,1,0,0,0,0
1387,2016,1198.0,74.0,5.0,5.1,0,0,0,1,1
1389,2010,1196.0,70.0,5.0,2.4,0,0,0,1,1
1390,2013,1995.0,184.0,5.0,22.0,1,0,0,0,0
1391,2012,1582.0,126.32,5.0,4.28,1,0,0,0,1
1392,2015,1461.0,83.8,5.0,5.67,1,0,0,0,1
1393,2018,1197.0,81.86,5.0,6.2,0,0,0,1,0
1394,2013,1995.0,184.0,5.0,14.49,1,0,0,0,0
1395,2010,1248.0,73.9,5.0,3.0,1,0,0,0,1
1396,2010,1086.0,68.05,5.0,2.25,0,0,0,1,1
1397,2016,2993.0,258.0,7.0,43.78,1,0,0,0,0
1398,2019,1497.0,116.3,5.0,11.45,0,0,0,1,1
1399,2014,2696.0,184.0,7.0,10.5,1,0,0,0,0
1400,2015,1498.0,89.84,5.0,7.48,1,0,0,0,1
1401,2010,796.0,46.3,5.0,3.1,0,0,0,1,1
1402,2011,1198.0,74.0,5.0,2.55,0,0,0,1,1
1403,2013,1199.0,73.9,5.0,3.5,1,0,0,0,1
1404,2012,1199.0,73.9,5.0,2.59,1,0,0,0,1
1405,2013,1248.0,88.8,7.0,5.45,1,0,0,0,1
1406,2017,1498.0,98.59,5.0,6.0,1,0,0,0,1
1407,2016,2755.0,171.5,7.0,15.49,1,0,0,0,0
1408,2010,2497.0,150.0,5.0,12.5,0,0,0,1,0
1409,2017,1248.0,74.0,5.0,4.75,1,0,0,0,1
1410,2017,999.0,123.24,5.0,7.85,0,0,0,1,1
1411,2013,1493.0,110.0,5.0,6.0,1,0,0,0,1
1412,2016,1193.0,88.7,5.0,4.0,0,0,0,1,1
1413,2011,2967.0,241.4,5.0,28.75,1,0,0,0,0
1414,2012,1248.0,74.0,5.0,2.5,1,0,0,0,1
1415,2015,1248.0,74.0,5.0,5.5,1,0,0,0,1
1416,2010,1368.0,90.0,5.0,1.59,0,0,0,1,1
1417,2017,1197.0,81.83,5.0,6.22,0,0,0,1,1
1418,2016,814.0,55.2,5.0,2.75,0,0,0,1,1
1420,2017,2143.0,136.0,5.0,25.0,1,0,0,0,0
1421,2014,998.0,67.04,5.0,2.8,0,0,0,1,1
1422,2014,1199.0,76.8,5.0,2.45,0,0,0,1,1
1423,2016,1199.0,88.7,5.0,6.35,0,0,0,1,0
1424,2009,1995.0,181.0,5.0,8.0,1,0,0,0,0
1425,2014,1461.0,108.45,5.0,8.25,1,0,0,0,1
1426,2017,1499.0,110.4,5.0,5.95,0,0,0,1,0
1427,2018,2393.0,147.8,7.0,19.92,1,0,0,0,1
1428,2016,936.0,56.3,5.0,3.15,1,0,0,0,1
1429,2014,1798.0,189.0,4.0,5.75,0,0,0,1,0
1430,2018,3198.0,197.2,7.0,32.44,1,0,0,0,0
1431,2016,1582.0,126.32,5.0,8.01,1,0,0,0,0
1432,2017,1196.0,86.8,5.0,6.48,0,0,0,1,1
1433,2007,796.0,37.0,4.0,0.75,0,0,0,1,1
1434,2014,1498.0,98.6,5.0,5.0,1,0,0,0,1
1435,2012,2179.0,140.0,7.0,7.75,1,0,0,0,1
1436,2010,1399.0,68.0,5.0,2.6,1,0,0,0,1
1437,2018,1497.0,121.36,5.0,9.2,0,0,0,1,1
1438,2015,1197.0,81.83,5.0,5.05,0,0,0,1,1
1439,2012,2494.0,100.0,7.0,9.6,1,0,0,0,1
1440,2013,1461.0,83.8,5.0,5.5,1,0,0,0,1
1441,2013,2494.0,100.6,8.0,9.35,1,0,0,0,1
1442,2009,1497.0,118.0,5.0,2.6,0,0,0,1,1
1443,2016,998.0,67.1,5.0,3.5,0,0,0,1,1
1444,2016,1198.0,67.04,5.0,4.26,0,0,0,1,1
1445,2016,998.0,67.04,5.0,4.25,0,0,0,1,0
1446,2010,1796.0,178.0,5.0,11.75,0,0,0,1,1
1447,2013,1498.0,88.7,5.0,3.5,1,0,0,0,1
1448,2015,1591.0,121.3,5.0,7.5,0,0,0,1,1
1449,2009,1396.0,100.0,5.0,3.25,0,0,0,1,0
1450,2012,1298.0,85.8,5.0,4.9,0,0,0,1,1
1451,2014,2143.0,170.0,5.0,27.0,1,0,0,0,0
1452,2017,1197.0,81.86,5.0,8.91,0,0,0,1,1
1453,2014,1591.0,121.4,5.0,6.69,0,0,0,1,0
1454,2014,1998.0,163.7,5.0,6.02,1,0,0,0,1
1455,2010,1798.0,138.03,5.0,4.5,0,0,0,1,1
1456,2011,998.0,66.1,5.0,2.0,0,0,0,1,1
1457,2012,1461.0,63.1,5.0,2.4,1,0,0,0,1
1458,2013,624.0,37.48,4.0,1.2,0,0,0,1,1
1459,2014,1248.0,74.0,5.0,2.9,1,0,0,0,1
1461,2016,1968.0,184.0,5.0,27.0,1,0,0,0,0
1462,2016,1498.0,98.6,5.0,7.5,1,0,0,0,1
1463,2004,1599.0,104.0,5.0,1.5,0,0,0,1,1
1464,2016,1968.0,174.3,5.0,39.5,1,0,0,0,0
1465,2012,1248.0,73.94,5.0,3.39,1,0,0,0,1
1466,2018,2179.0,120.0,7.0,12.4,1,0,0,0,1
1467,2014,1248.0,88.5,5.0,6.85,1,0,0,0,1
1468,2011,1364.0,138.0,5.0,5.75,1,0,0,0,1
1469,2015,1396.0,69.0,5.0,2.0,1,0,0,0,1
1470,2006,796.0,37.0,4.0,0.9,0,0,0,1,1
1471,2015,1198.0,74.0,5.0,3.8,0,0,0,1,1
1472,2017,1999.0,149.92,5.0,16.35,0,0,0,1,0
1473,2012,2982.0,169.0,7.0,16.5,1,0,0,0,0
1474,2019,1197.0,83.1,5.0,8.7,0,0,0,1,1
1475,2016,1197.0,83.1,5.0,6.1,0,0,0,1,1
1476,2013,1998.0,112.0,5.0,21.94,1,0,0,0,0
1477,2009,2987.0,210.0,5.0,22.0,1,0,0,0,0
1478,2015,998.0,67.1,5.0,2.65,0,0,0,1,1
1479,2017,1197.0,81.8,5.0,5.27,0,0,0,1,1
1480,2014,1248.0,74.0,5.0,2.48,1,0,0,0,1
1481,2011,2494.0,102.0,8.0,6.0,1,0,0,0,1
1482,2009,2982.0,171.0,7.0,8.9,1,0,0,0,1
1483,2012,1995.0,184.0,5.0,18.0,1,0,0,0,0
1484,2016,1395.0,138.02,5.0,11.64,0,0,0,1,1
1485,2019,2982.0,171.0,7.0,8.99,1,0,0,0,1
1486,2009,1896.0,105.0,5.0,5.25,1,0,0,0,0
1487,2011,1396.0,90.0,5.0,2.95,1,0,0,0,1
1488,2013,1248.0,88.76,5.0,2.65,1,0,0,0,1
1489,2013,1598.0,103.6,5.0,4.0,0,0,0,1,1
1490,2016,1582.0,126.2,5.0,12.5,1,0,0,0,0
1491,2014,1197.0,85.8,5.0,3.25,0,0,0,1,1
1492,2008,1997.0,141.1,5.0,4.0,0,0,0,1,1
1493,2012,2179.0,140.0,7.0,6.25,1,0,0,0,1
1494,2016,1498.0,108.62,5.0,5.8,1,0,0,0,1
1495,2015,1193.0,88.7,5.0,5.0,0,0,0,1,1
1496,2016,2993.0,270.88,5.0,58.73,1,0,0,0,0
1497,2018,1798.0,138.03,5.0,17.49,0,0,0,1,0
1498,2011,998.0,66.1,5.0,1.95,0,0,0,1,1
1499,2007,2354.0,142.0,5.0,3.0,0,0,0,1,0
1500,2014,1197.0,80.0,5.0,5.5,0,0,0,1,1
1501,2013,2982.0,168.5,7.0,16.5,1,0,0,0,0
1502,2011,1796.0,186.0,5.0,14.5,0,0,0,1,0
1503,2016,1248.0,74.0,5.0,7.79,1,0,0,0,1
1504,2017,1248.0,88.76,7.0,8.27,1,0,0,0,1
1505,2019,2993.0,255.0,5.0,97.07,1,0,0,0,0
1506,2012,1598.0,102.5,5.0,2.15,0,0,0,1,1
1507,2008,1799.0,130.0,5.0,3.0,0,0,0,1,0
1508,2014,1995.0,184.0,5.0,28.79,1,0,0,0,0
1509,2011,1968.0,138.1,5.0,5.45,1,0,0,0,0
1510,2013,1248.0,74.0,5.0,3.95,1,0,0,0,1
1511,2013,1984.0,150.0,5.0,16.0,1,0,0,0,0
1512,2013,1298.0,85.8,5.0,4.25,0,0,0,1,1
1513,2014,2179.0,187.7,5.0,34.5,1,0,0,0,0
1514,2008,2354.0,177.6,5.0,2.6,0,0,0,1,0
1515,2017,2494.0,100.6,8.0,13.48,1,0,0,0,1
1516,2018,2982.0,168.5,7.0,32.1,1,0,0,0,1
1517,2018,1199.0,88.7,5.0,6.17,0,0,0,1,1
1518,2015,1497.0,118.0,5.0,5.5,0,0,0,1,1
1519,2017,1248.0,73.75,5.0,9.15,1,0,0,0,0
1520,2014,1461.0,84.8,5.0,4.5,1,0,0,0,1
1521,2014,2494.0,100.6,8.0,10.5,1,0,0,0,1
1522,2016,1198.0,86.8,5.0,5.37,0,0,0,1,1
1523,2012,1598.0,103.6,5.0,5.45,0,0,0,1,1
1524,2016,2179.0,140.0,7.0,9.25,1,0,0,0,1
1525,2016,1498.0,98.96,5.0,7.7,1,0,0,0,1
1526,2012,1968.0,108.49,5.0,7.99,1,0,0,0,1
1527,2012,1197.0,78.9,5.0,3.0,0,0,0,1,1
1528,2005,2494.0,102.0,8.0,4.0,1,0,0,0,1
1529,2018,1248.0,88.7,5.0,6.69,1,0,0,0,1
1530,2014,1248.0,74.0,5.0,4.25,1,0,0,0,1
1531,2017,1498.0,108.4,5.0,10.5,1,0,0,0,0
1532,2019,2393.0,147.8,8.0,22.55,1,0,0,0,1
1533,2014,1591.0,121.3,5.0,5.2,0,0,0,1,1
1534,2019,1497.0,117.3,5.0,11.87,0,0,0,1,1
1535,2014,1498.0,98.6,5.0,6.99,1,0,0,0,1
1536,2011,1598.0,103.6,5.0,5.0,1,0,0,0,1
1537,2014,2967.0,236.0,5.0,44.0,1,0,0,0,0
1538,2015,796.0,47.3,5.0,2.79,0,0,0,1,1
1539,2012,1248.0,88.8,5.0,2.9,1,0,0,0,1
1540,2016,1591.0,121.3,5.0,9.85,0,0,0,1,1
1541,2014,2987.0,224.0,7.0,49.0,1,0,0,0,0
1542,2016,2498.0,105.0,6.0,9.25,1,0,0,0,1
1543,2011,1582.0,126.3,5.0,3.75,1,0,0,0,1
1544,2017,1498.0,99.0,5.0,7.29,1,0,0,0,1
1545,2016,1496.0,113.98,4.0,23.5,1,0,0,0,0
1546,2013,796.0,35.0,5.0,2.6,0,0,0,1,1
1547,2015,1461.0,65.0,5.0,3.1,1,0,0,0,1
1548,2016,2143.0,203.0,5.0,29.98,1,0,0,0,0
1549,2016,1461.0,108.45,5.0,6.73,1,0,0,0,1
1550,2016,1248.0,74.0,5.0,3.5,1,0,0,0,1
1551,2011,1198.0,73.9,5.0,2.35,0,0,0,1,1
1552,2017,2179.0,140.0,7.0,16.13,1,0,0,0,1
1553,2014,1198.0,74.0,5.0,5.9,0,0,0,1,1
1554,2012,1197.0,85.8,5.0,3.9,0,0,0,1,1
1556,2012,2494.0,102.0,7.0,6.95,1,0,0,0,1
1557,2015,1498.0,98.6,5.0,7.0,1,0,0,0,1
1558,2017,1198.0,73.75,5.0,7.23,0,0,0,1,1
1559,2012,1248.0,88.8,5.0,3.81,1,0,0,0,1
1560,2012,1197.0,85.8,5.0,4.5,0,0,0,1,1
1561,2017,1582.0,126.2,5.0,12.6,1,0,0,0,1
1562,2015,2967.0,241.4,7.0,48.0,1,0,0,0,0
1563,2010,796.0,46.3,5.0,2.96,0,0,0,1,1
1564,2014,1498.0,98.6,5.0,3.25,1,0,0,0,1
1565,2011,1968.0,167.7,5.0,8.5,1,0,0,0,0
1566,2013,1582.0,126.24,5.0,8.75,1,0,0,0,0
1567,2011,998.0,67.1,5.0,3.08,0,0,0,1,1
1568,2017,1999.0,148.31,7.0,41.5,1,0,0,0,0
1569,2016,1497.0,117.3,5.0,7.0,0,0,0,1,1
1570,2011,1991.0,181.03,5.0,11.5,0,0,0,1,0
1571,2011,998.0,67.04,5.0,2.6,0,0,0,1,1
1572,2014,1582.0,126.3,5.0,4.3,1,0,0,0,1
1573,2017,1373.0,80.46,7.0,8.35,0,0,0,0,1
1574,2017,1968.0,141.0,5.0,24.9,1,0,0,0,0
1575,2011,1995.0,177.0,5.0,13.75,1,0,0,0,0
1576,2014,1186.0,73.97,5.0,3.85,1,0,0,0,1
1577,2014,2143.0,201.1,5.0,23.25,1,0,0,0,0
1579,2015,1197.0,82.0,5.0,5.75,0,0,0,1,1
1580,2008,1197.0,78.9,5.0,1.65,0,0,0,1,1
1581,2012,1968.0,138.1,5.0,6.5,1,0,0,0,1
1582,2011,1968.0,138.08,5.0,7.5,1,0,0,0,1
1583,2019,2967.0,245.0,7.0,72.94,1,0,0,0,0
1584,2010,2982.0,171.0,7.0,11.0,1,0,0,0,1
1585,2013,1061.0,67.0,5.0,3.02,0,0,0,1,1
1586,2013,814.0,55.2,5.0,3.32,0,0,0,1,1
1587,2013,1198.0,86.8,5.0,3.24,0,0,0,1,1
1588,2015,796.0,47.3,5.0,2.35,0,0,0,1,1
1589,2013,2523.0,62.1,7.0,5.5,1,0,0,0,1
1590,2015,1497.0,117.3,5.0,6.75,0,0,0,1,1
1591,2015,1598.0,103.52,5.0,6.15,0,0,0,1,1
1592,2016,1197.0,81.8,5.0,5.45,0,0,0,1,1
1593,2013,814.0,55.2,5.0,2.3,0,0,0,1,1
1594,2015,1197.0,83.14,5.0,6.21,0,0,0,1,1
1595,2014,1198.0,76.0,5.0,5.21,0,0,0,1,0
1596,2008,4134.0,250.0,7.0,11.99,0,0,0,1,0
1597,2010,1248.0,75.0,5.0,3.1,1,0,0,0,1
1598,2017,2179.0,138.03,5.0,7.5,1,0,0,0,1
1599,2016,1498.0,88.8,5.0,4.0,1,0,0,0,1
1600,2016,1497.0,117.3,5.0,7.73,0,0,0,1,1
1601,2015,1497.0,117.3,5.0,7.8,0,0,0,1,1
1602,2011,796.0,37.0,4.0,1.3,0,0,0,1,1
1603,2014,1498.0,88.8,5.0,4.42,1,0,0,0,1
1604,2009,1991.0,147.9,7.0,4.0,1,0,0,0,0
1605,2016,2179.0,140.0,7.0,13.0,1,0,0,0,1
1606,2015,1498.0,98.6,5.0,5.38,1,0,0,0,1
1607,2011,1197.0,80.0,5.0,3.25,0,0,0,1,1
1608,2016,998.0,67.0,5.0,3.87,0,0,0,1,0
1609,2014,1968.0,138.03,5.0,8.25,1,0,0,0,0
1610,2018,1373.0,91.1,5.0,9.28,0,0,0,1,1
1611,2012,2179.0,120.0,7.0,6.25,1,0,0,0,0
1612,2008,1150.0,74.9,5.0,1.15,0,0,0,1,1
1613,2016,1373.0,91.2,5.0,7.8,0,0,0,1,1
1614,2012,1396.0,90.0,5.0,4.5,1,0,0,0,1
1615,2018,1199.0,88.7,5.0,7.56,0,0,0,1,1
1616,2017,2179.0,140.0,7.0,16.08,1,0,0,0,1
1617,2012,1197.0,80.0,5.0,4.5,0,0,0,1,1
1618,2012,1582.0,126.32,5.0,5.0,1,0,0,0,1
1619,2011,1086.0,68.05,5.0,2.2,0,0,0,1,1
1620,2014,998.0,67.04,5.0,4.0,0,0,0,1,0
1621,2012,1199.0,73.9,5.0,2.51,1,0,0,0,1
1622,2015,1248.0,74.0,5.0,4.75,1,0,0,0,1
1623,2008,1086.0,66.7,5.0,2.0,0,0,0,1,1
1624,2010,1197.0,78.9,5.0,2.1,0,0,0,1,1
1625,2013,1499.0,110.0,5.0,6.25,0,0,0,1,0
1626,2011,2987.0,210.0,5.0,10.6,1,0,0,0,0
1627,2017,1248.0,74.0,5.0,6.0,1,0,0,0,1
1628,2004,796.0,37.0,4.0,0.45,0,0,0,1,1
1629,2010,1298.0,88.2,5.0,2.5,0,0,0,1,1
1630,2018,1591.0,121.3,5.0,12.75,0,0,0,1,1
1631,2017,1995.0,190.0,5.0,30.29,1,0,0,0,0
1632,2006,1299.0,70.0,5.0,1.6,0,0,0,1,1
1633,2017,1498.0,89.84,5.0,7.54,1,0,0,0,1
1634,2015,1373.0,91.1,5.0,6.84,0,0,0,1,1
1635,2012,1968.0,167.7,5.0,6.0,1,0,0,0,0
1636,2017,1498.0,98.6,5.0,8.0,1,0,0,0,1
1637,2016,1968.0,174.33,5.0,24.74,1,0,0,0,0
1638,2017,1120.0,70.0,5.0,5.5,1,0,0,0,1
1639,2013,2987.0,224.0,7.0,36.0,1,0,0,0,0
1640,2013,2494.0,100.6,7.0,11.79,1,0,0,0,1
1641,2011,1498.0,97.7,5.0,3.0,0,0,0,1,1
1642,2011,1968.0,138.1,5.0,6.75,1,0,0,0,0
1643,2006,1399.0,92.7,5.0,1.4,0,0,0,1,1
1644,2014,1498.0,98.6,7.0,5.75,1,0,0,0,1
1645,2010,1248.0,73.9,5.0,3.4,1,0,0,0,1
1646,2011,1198.0,73.9,5.0,4.89,0,0,0,1,1
1647,2013,1598.0,102.5,5.0,4.95,0,0,0,1,1
1648,2013,998.0,66.1,5.0,3.49,0,0,0,1,0
1650,2014,1497.0,118.0,5.0,6.35,0,0,0,1,1
1651,2017,1197.0,82.0,5.0,7.08,0,0,0,1,0
1652,2017,1999.0,177.0,5.0,38.0,1,0,0,0,0
1653,2012,2179.0,120.0,8.0,6.25,1,0,0,0,1
1654,2011,1796.0,186.0,5.0,10.15,0,0,0,1,0
1655,2014,1798.0,157.75,5.0,10.75,0,0,0,1,0
1656,2012,1991.0,147.9,4.0,4.65,1,0,0,0,0
1657,2010,2179.0,120.0,8.0,4.75,1,0,0,0,1
1658,2015,1591.0,121.3,5.0,7.78,0,0,0,1,1
1659,2016,1396.0,90.0,5.0,6.75,1,0,0,0,1
1660,2008,1497.0,78.0,5.0,2.99,0,0,0,1,0
1661,2013,1197.0,78.9,5.0,2.35,0,0,0,1,1
1662,2013,1498.0,98.6,5.0,3.65,1,0,0,0,1
1663,2012,998.0,67.04,5.0,2.74,0,0,0,1,1
1664,2013,1198.0,86.8,5.0,3.5,0,0,0,1,1
1665,2014,1197.0,80.0,5.0,4.76,0,0,0,1,1
1666,2016,1598.0,103.2,5.0,6.2,0,0,0,1,1
1667,2008,1896.0,66.0,5.0,2.35,1,0,0,0,1
1668,2014,2143.0,204.0,5.0,24.5,1,0,0,0,0
1669,2013,1598.0,102.57,5.0,6.0,0,0,0,1,1
1670,2017,814.0,55.2,5.0,3.65,0,0,0,1,1
1671,2016,1197.0,85.8,5.0,6.26,0,0,0,1,1
1673,2015,2967.0,241.4,5.0,32.95,1,0,0,0,0
1674,2018,1197.0,81.83,5.0,7.8,0,0,0,1,1
1675,2014,1198.0,86.8,5.0,4.25,0,0,0,1,1
1676,2014,1298.0,85.8,5.0,4.86,0,0,0,1,1
1677,2017,1197.0,81.86,5.0,4.9,0,0,0,1,1
1678,2014,2498.0,112.0,8.0,7.06,1,0,0,0,1
1679,2015,1798.0,189.0,4.0,4.5,0,0,0,1,0
1680,2011,998.0,67.1,5.0,3.22,0,0,0,1,1
1681,2014,1199.0,73.9,5.0,3.25,1,0,0,0,1
1682,2016,1197.0,82.0,5.0,4.53,0,0,0,1,1
1683,2017,2143.0,170.0,5.0,34.78,1,0,0,0,0
1684,2014,1591.0,121.3,5.0,6.5,0,0,0,1,0
1685,2010,1172.0,67.0,5.0,2.25,0,0,0,1,1
1686,2011,2494.0,100.0,8.0,8.0,1,0,0,0,1
1687,2017,1493.0,100.0,7.0,8.37,1,0,0,0,0
1688,2015,1498.0,88.8,5.0,5.39,1,0,0,0,1
1689,2018,1995.0,190.0,5.0,37.3,1,0,0,0,0
1690,2018,2987.0,254.79,5.0,70.8,1,0,0,0,0
1691,2012,2987.0,254.8,5.0,22.25,1,0,0,0,0
1692,2018,1197.0,81.86,5.0,6.03,0,0,0,1,1
1693,2011,1798.0,157.75,5.0,4.9,0,0,0,1,0
1694,2013,1197.0,78.9,5.0,3.96,0,0,0,1,0
1695,2011,1396.0,90.0,5.0,4.6,1,0,0,0,1
1696,2011,2179.0,120.0,8.0,5.5,1,0,0,0,1
1697,2013,1198.0,86.8,5.0,3.25,0,0,0,1,1
1698,2017,1197.0,81.83,5.0,6.25,0,0,0,1,1
1699,2007,2499.0,143.0,7.0,3.0,1,0,0,0,1
1700,2011,1493.0,110.0,5.0,4.25,1,0,0,0,1
1701,2011,2982.0,171.0,7.0,12.25,1,0,0,0,1
1702,2011,1995.0,184.0,5.0,10.95,1,0,0,0,0
1703,2013,2982.0,168.5,7.0,16.5,1,0,0,0,0
1704,2018,1199.0,88.76,5.0,7.8,0,0,0,1,0
1705,2013,1086.0,68.05,5.0,3.7,0,0,0,1,1
1706,2012,1197.0,80.0,5.0,4.0,0,0,0,1,1
1707,2015,1995.0,187.74,5.0,26.75,1,0,0,0,0
1708,2016,1968.0,181.0,5.0,28.03,1,0,0,0,0
1709,2017,1197.0,81.8,5.0,5.44,0,0,0,1,1
1710,2017,1197.0,83.1,5.0,6.2,0,0,0,1,0
1711,2005,1495.0,94.0,5.0,0.9,0,0,0,1,1
1712,2016,1197.0,85.8,5.0,3.95,0,0,0,1,1
1713,2011,624.0,35.0,4.0,0.44,0,0,0,1,1
1714,2012,1399.0,68.0,5.0,2.75,1,0,0,0,1
1715,2011,1968.0,167.7,5.0,7.5,1,0,0,0,0
1716,2010,1248.0,93.0,5.0,2.5,1,0,0,0,1
1717,2015,2489.0,93.7,7.0,5.0,1,0,0,0,1
1718,2013,998.0,67.1,5.0,3.6,0,0,0,1,1
1719,2012,1496.0,88.7,5.0,3.99,0,0,0,1,1
1720,2015,1197.0,82.0,5.0,5.64,0,0,0,1,1
1721,2014,2494.0,100.0,8.0,12.0,1,0,0,0,1
